City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
109,Mubi,NG,2021-01-10 19:28:28,10.2676,13.2644,75.99,19,77,7.18
110,Rawson,AR,2021-01-10 19:28:28,-43.3002,-65.1023,74.21,25,100,21.12
111,Ilulissat,GL,2021-01-10 19:28:28,69.2167,-51.1,17.6,62,20,1.77
112,Bilibino,RU,2021-01-10 19:28:28,68.0546,166.4372,-28.46,82,62,0.83
113,Pahrump,US,2021-01-10 19:27:10,36.2083,-115.9839,51.01,34,61,1.99
114,Ngunguru,NZ,2021-01-10 19:28:28,-35.6167,174.5,62.01,96,4,3.0
115,Aswan,EG,2021-01-10 19:26:30,24.0934,32.907,67.51,45,0,8.99
116,Narsaq,GL,2021-01-10 19:28:28,60.9167,-46.05,42.8,36,75,17.27
117,Touros,BR,2021-01-10 19:28:28,-5.1989,-35.4608,84.2,65,40,16.11
118,Nikolskoye,RU,2021-01-10 19:28:28,59.7035,30.7861,7.0,85,100,2.24
119,Henties Bay,NA,2021-01-10 19:28:28,-22.116,14.2845,69.01,85,81,4.0
120,Bassano,CA,2021-01-10 19:28:28,50.7834,-112.4685,35.6,100,100,3.44
121,Tsiroanomandidy,MG,2021-01-10 19:28:29,-18.7667,46.0333,70.99,87,100,2.44
122,Ambon,ID,2021-01-10 19:28:29,-3.6954,128.1814,84.99,91,100,4.68
123,Tourlaville,FR,2021-01-10 19:28:29,49.6383,-1.5664,43.0,81,90,5.75
124,Acapulco,MX,2021-01-10 19:28:29,16.8634,-99.8901,84.2,65,40,9.22
125,Svetlyy,RU,2021-01-10 19:28:29,54.675,20.1347,33.8,93,75,11.18
126,College,US,2021-01-10 19:28:29,64.8569,-147.8028,12.0,85,75,8.05
127,Saskylakh,RU,2021-01-10 19:28:29,71.9167,114.0833,-16.19,83,100,14.97
128,Faanui,PF,2021-01-10 19:28:29,-16.4833,-151.75,80.67,74,0,13.13
129,Bengkulu,ID,2021-01-10 19:28:29,-3.8004,102.2655,76.41,84,100,4.65
130,Wangqing,CN,2021-01-10 19:28:29,43.3218,129.7634,-0.26,87,0,0.81
131,Hermanus,ZA,2021-01-10 19:28:29,-34.4187,19.2345,64.99,72,100,1.99
132,Butaritari,KI,2021-01-10 19:28:29,3.0707,172.7902,81.43,81,38,16.58
133,Souillac,MU,2021-01-10 19:28:29,-20.5167,57.5167,78.8,94,40,6.91
134,Mayenne,FR,2021-01-10 19:28:30,48.3333,-0.6667,33.8,93,75,4.61
135,Cockburn Town,TC,2021-01-10 19:28:30,21.4612,-71.1419,78.8,78,40,6.91
136,Devarkonda,IN,2021-01-10 19:28:30,16.7,78.9333,71.49,60,78,0.65
137,Hithadhoo,MV,2021-01-10 19:26:13,-0.6,73.0833,81.1,76,100,13.76
138,Lichtenburg,ZA,2021-01-10 19:28:30,-26.152,26.1597,75.65,47,92,0.78
139,Mandurah,AU,2021-01-10 19:28:30,-32.55,115.7,62.01,68,0,15.14
140,Comodoro Rivadavia,AR,2021-01-10 19:28:30,-45.8667,-67.5,68.0,15,40,26.46
141,Chapais,CA,2021-01-10 19:28:30,49.7834,-74.8492,17.6,93,90,11.5
142,Ulety,RU,2021-01-10 19:28:30,51.3572,112.4849,1.89,85,99,8.9
143,Pulaski,US,2021-01-10 19:28:30,34.7668,-92.3001,37.4,60,90,9.22
144,Aurangabad,IN,2021-01-10 19:28:30,19.8833,75.3333,69.8,83,2,6.89
145,Mahenge,TZ,2021-01-10 19:28:30,-8.6833,36.7167,63.59,100,100,2.3
146,Obzor,BG,2021-01-10 19:28:30,42.8167,27.8833,46.4,100,75,16.11
147,Ust-Nera,RU,2021-01-10 19:28:31,64.5667,143.2,-38.34,71,26,2.75
148,Wanning,CN,2021-01-10 19:28:31,18.8003,110.3967,57.78,84,100,16.93
149,Alta Floresta,BR,2021-01-10 19:28:31,-9.8756,-56.0861,93.2,49,40,4.61
150,Avarua,CK,2021-01-10 19:28:31,-21.2078,-159.775,80.6,83,20,13.8
151,Saint-Pierre,RE,2021-01-10 19:28:31,-21.3393,55.4781,80.6,83,20,17.27
152,Oktyabrskoye,RU,2021-01-10 19:28:31,43.0645,44.7417,35.6,93,87,6.71
153,Luwuk,ID,2021-01-10 19:28:31,-0.9516,122.7875,77.81,75,0,2.95
154,Polyarnyy,RU,2021-01-10 19:28:31,69.1989,33.4478,1.4,85,0,6.71
155,Margate,GB,2021-01-10 19:28:31,51.3813,1.3862,37.99,90,50,1.99
156,Clinton,US,2021-01-10 19:28:31,42.587,-82.9199,34.0,100,90,3.53
157,Brownsville,US,2021-01-10 19:25:40,25.9018,-97.4975,59.0,88,90,20.71
158,Kamalganj,IN,2021-01-10 19:28:31,27.2667,79.65,54.59,40,0,9.82
159,Betare Oya,CM,2021-01-10 19:28:31,5.6,14.0833,73.99,21,22,2.35
160,Mahebourg,MU,2021-01-10 19:28:32,-20.4081,57.7,78.8,94,40,6.91
161,Kahului,US,2021-01-10 19:28:32,20.8947,-156.47,73.4,68,20,3.44
162,Salalah,OM,2021-01-10 19:28:32,17.0151,54.0924,71.6,23,0,11.5
163,Lloydminster,CA,2021-01-10 19:28:32,53.2835,-110.0016,10.4,92,75,2.3
164,Balad,IQ,2021-01-10 19:28:32,34.0164,44.1453,54.86,38,0,7.63
165,Akyab,MM,2021-01-10 19:28:32,20.15,92.9,71.35,71,0,9.8
166,Guanica,PR,2021-01-10 19:28:32,17.9716,-66.908,84.0,61,96,3.0
167,Miyang,CN,2021-01-10 19:28:32,24.4042,103.4428,34.95,79,100,6.26
168,Leh,IN,2021-01-10 19:28:32,34.1667,77.5833,2.35,40,0,2.26
169,Kamenz,DE,2021-01-10 19:28:32,51.268,14.0937,28.0,100,0,5.75
170,Kununurra,AU,2021-01-10 19:25:11,-15.7667,128.7333,82.4,100,99,5.75
171,Kavaratti,IN,2021-01-10 19:28:32,10.5669,72.642,82.56,73,100,6.24
172,Puerto Colombia,CO,2021-01-10 19:28:32,10.9878,-74.9547,87.8,62,75,11.5
173,Mwinilunga,ZM,2021-01-10 19:28:32,-11.7358,24.4293,64.18,95,100,5.01
174,Pesqueira,BR,2021-01-10 19:28:32,-8.3578,-36.6964,85.32,41,100,7.23
175,Norman Wells,CA,2021-01-10 19:28:33,65.282,-126.8329,15.8,86,75,3.44
176,Sabha,LY,2021-01-10 19:28:33,27.0377,14.4283,68.7,24,35,11.52
177,Chitrakonda,IN,2021-01-10 19:28:33,18.1167,82.0833,65.8,55,51,2.35
178,Noumea,NC,2021-01-10 19:28:33,-22.2763,166.4572,81.0,100,0,1.14
179,Novyy Urengoy,RU,2021-01-10 19:28:33,66.0833,76.6333,-27.38,85,49,7.14
180,Hofn,IS,2021-01-10 19:28:33,64.2539,-15.2082,22.08,81,0,14.16
181,Airai,TL,2021-01-10 19:28:33,-8.9266,125.4092,62.06,100,70,1.05
182,Kruisfontein,ZA,2021-01-10 19:28:33,-34.0033,24.7314,64.99,84,90,5.01
